Notes,State,State Code,Year,Year Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
,New York,36,2003,2003,Alcohol-induced causes,A,1102,19175939,5.7,5.5,0.00%
,New York,36,2003,2003,All other non-drug and non-alcohol causes,O,153566,19175939,800.8,759.4,0.30%
Total,New York,36,2003,2003,,,155877,19175939,812.9,771.1,0.30%
,New York,36,2004,2004,Drug-induced causes,D,1068,19171567,5.6,5.4,0.00%
,New York,36,2004,2004,Alcohol-induced causes,A,1065,19171567,5.6,5.3,0.00%
,New York,36,2004,2004,All other non-drug and non-alcohol causes,O,150548,19171567,785.3,737.7,0.30%
Total,New York,36,2004,2004,,,152681,19171567,796.4,748.4,0.30%
,New York,36,2005,2005,Drug-induced causes,D,1175,19132610,6.1,5.9,0.00%
,New York,36,2005,2005,Alcohol-induced causes,A,1064,19132610,5.6,5.2,0.00%
,New York,36,2005,2005,All other non-drug and non-alcohol causes,O,150188,19132610,785,726.8,0.30%
Total,New York,36,2005,2005,,,152427,19132610,796.7,738,0.30%
,New York,36,2006,2006,Drug-induced causes,D,1949,19104631,10.2,9.9,0.00%
,New York,36,2006,2006,Alcohol-induced causes,A,1101,19104631,5.8,5.3,0.00%
,New York,36,2006,2006,All other non-drug and non-alcohol causes,O,145756,19104631,762.9,698.5,0.30%
Total,New York,36,2006,2006,,,148806,19104631,778.9,713.7,0.30%
,New York,36,2007,2007,Drug-induced causes,D,1909,19132335,10,9.7,0.00%
,New York,36,2007,2007,Alcohol-induced causes,A,1167,19132335,6.1,5.6,0.00%
,New York,36,2007,2007,All other non-drug and non-alcohol causes,O,144604,19132335,755.8,683.7,0.30%
Total,New York,36,2007,2007,,,147680,19132335,771.9,698.9,0.30%
,New York,36,2008,2008,Drug-induced causes,D,1856,19212436,9.7,9.4,0.00%
,New York,36,2008,2008,Alcohol-induced causes,A,1249,19212436,6.5,5.9,0.00%
,New York,36,2008,2008,All other non-drug and non-alcohol causes,O,145593,19212436,757.8,678.4,0.30%
Total,New York,36,2008,2008,,,148698,19212436,774,693.7,0.30%
,New York,36,2009,2009,Drug-induced causes,D,1797,19307066,9.3,9,0.00%
,New York,36,2009,2009,Alcohol-induced causes,A,1232,19307066,6.4,5.8,0.00%
,New York,36,2009,2009,All other non-drug and non-alcohol causes,O,143446,19307066,743,659.8,0.30%
Total,New York,36,2009,2009,,,146475,19307066,758.7,674.6,0.30%
,New York,36,2010,2010,Drug-induced causes,D,1760,19378102,9.1,8.8,0.00%
,New York,36,2010,2010,Alcohol-induced causes,A,1217,19378102,6.3,5.7,0.00%
,New York,36,2010,2010,All other non-drug and non-alcohol causes,O,143455,19378102,740.3,651.1,0.30%
Total,New York,36,2010,2010,,,146432,19378102,755.7,665.5,0.30%
,New York,36,2011,2011,Drug-induced causes,D,2149,19465197,11,10.6,0.00%
,New York,36,2011,2011,Alcohol-induced causes,A,1314,19465197,6.8,6,0.00%
,New York,36,2011,2011,All other non-drug and non-alcohol causes,O,145711,19465197,748.6,648.8,0.30%
Total,New York,36,2011,2011,,,149174,19465197,766.4,665.4,0.30%
,New York,36,2012,2012,Drug-induced causes,D,2262,19570261,11.6,11.1,0.00%
,New York,36,2012,2012,Alcohol-induced causes,A,1393,19570261,7.1,6.3,0.00%
,New York,36,2012,2012,All other non-drug and non-alcohol causes,O,145336,19570261,742.6,634.6,0.30%
Total,New York,36,2012,2012,,,148991,19570261,761.3,652.1,0.30%
,New York,36,2013,2013,Drug-induced causes,D,2483,19651127,12.6,12.1,0.00%
,New York,36,2013,2013,Alcohol-induced causes,A,1480,19651127,7.5,6.7,0.00%
,New York,36,2013,2013,All other non-drug and non-alcohol causes,O,146956,19651127,747.8,630.4,0.30%
Total,New York,36,2013,2013,,,150919,19651127,768,649.3,0.30%
,New York,36,2014,2014,Drug-induced causes,D,2510,19746227,12.7,12.3,0.00%
,New York,36,2014,2014,Alcohol-induced causes,A,1403,19746227,7.1,6.2,0.00%
,New York,36,2014,2014,All other non-drug and non-alcohol causes,O,146031,19746227,739.5,617.9,0.30%
Total,New York,36,2014,2014,,,149944,19746227,759.4,636.5,0.30%
,New York,36,2015,2015,Drug-induced causes,D,3009,19795791,15.2,14.7,0.00%
,New York,36,2015,2015,Alcohol-induced causes,A,1479,19795791,7.5,6.5,0.00%
,New York,36,2015,2015,All other non-drug and non-alcohol causes,O,149140,19795791,753.4,622.7,0.30%
Total,New York,36,2015,2015,,,153628,19795791,776.1,644,0.30%
,New York,36,2016,2016,Drug-induced causes,D,3894,19745289,19.7,19.2,0.00%
,New York,36,2016,2016,Alcohol-induced causes,A,1559,19745289,7.9,6.9,0.00%
,New York,36,2016,2016,All other non-drug and non-alcohol causes,O,148905,19745289,754.1,614.5,0.30%
Total,New York,36,2016,2016,,,154358,19745289,781.7,640.7,0.30%
,New York,36,2017,2017,Drug-induced causes,D,4117,19849399,20.7,20.4,0.00%
,New York,36,2017,2017,Alcohol-induced causes,A,1584,19849399,8,7,0.00%
,New York,36,2017,2017,All other non-drug and non-alcohol causes,O,149657,19849399,754,596.3,0.30%
Total,New York,36,2017,2017,,,155358,19849399,782.7,623.6,0.30%
Total,New York,36,,,,,2896936,367517797,788.2,704.5,6.10%
,North Carolina,37,1999,1999,Drug-induced causes,D,401,7949361,5,5,0.00%
,North Carolina,37,1999,1999,Alcohol-induced causes,A,691,7949361,8.7,8.7,0.00%
,North Carolina,37,1999,1999,All other non-drug and non-alcohol causes,O,68508,7949361,861.8,919.3,0.10%
Total,North Carolina,37,1999,1999,,,69600,7949361,875.5,933,0.10%
,North Carolina,37,2000,2000,Drug-induced causes,D,531,8049313,6.6,6.5,0.00%
,North Carolina,37,2000,2000,Alcohol-induced causes,A,695,8049313,8.6,8.6,0.00%
,North Carolina,37,2000,2000,All other non-drug and non-alcohol causes,O,70709,8049313,878.4,937.6,0.10%
Total,North Carolina,37,2000,2000,,,71935,8049313,893.7,952.7,0.20%
,North Carolina,37,2001,2001,Drug-induced causes,D,584,8210122,7.1,7,0.00%
,North Carolina,37,2001,2001,Alcohol-induced causes,A,630,8210122,7.7,7.6,0.00%
,North Carolina,37,2001,2001,All other non-drug and non-alcohol causes,O,69720,8210122,849.2,902.4,0.10%
Total,North Carolina,37,2001,2001,,,70934,8210122,864,917.1,0.10%
,North Carolina,37,2002,2002,Drug-induced causes,D,684,8326201,8.2,8.2,0.00%
,North Carolina,37,2002,2002,Alcohol-induced causes,A,650,8326201,7.8,7.6,0.00%
,North Carolina,37,2002,2002,All other non-drug and non-alcohol causes,O,70693,8326201,849,896.7,0.10%
Total,North Carolina,37,2002,2002,,,72027,8326201,865.1,912.6,0.20%
,North Carolina,37,2003,2003,Drug-induced causes,D,833,8422501,9.9,9.9,0.00%
,North Carolina,37,2003,2003,Alcohol-induced causes,A,611,8422501,7.3,7,0.00%
,North Carolina,37,2003,2003,All other non-drug and non-alcohol causes,O,72015,8422501,855,892.2,0.20%
Total,North Carolina,37,2003,2003,,,73459,8422501,872.2,909,0.20%
,North Carolina,37,2004,2004,Drug-induced causes,D,918,8553152,10.7,10.7,0.00%
,North Carolina,37,2004,2004,Alcohol-induced causes,A,681,8553152,8,7.6,0.00%
,North Carolina,37,2004,2004,All other non-drug and non-alcohol causes,O,70785,8553152,827.6,857.8,0.10%
Total,North Carolina,37,2004,2004,,,72384,8553152,846.3,876.1,0.20%
,North Carolina,37,2005,2005,Drug-induced causes,D,1061,8705407,12.2,12.1,0.00%
,North Carolina,37,2005,2005,Alcohol-induced causes,A,616,8705407,7.1,6.7,0.00%
,North Carolina,37,2005,2005,All other non-drug and non-alcohol causes,O,72961,8705407,838.1,862.5,0.20%
Total,North Carolina,37,2005,2005,,,74638,8705407,857.4,881.3,0.20%
,North Carolina,37,2006,2006,Drug-induced causes,D,1120,8917270,12.6,12.5,0.00%
,North Carolina,37,2006,2006,Alcohol-induced causes,A,610,8917270,6.8,6.4,0.00%
,North Carolina,37,2006,2006,All other non-drug and non-alcohol causes,O,72986,8917270,818.5,830.4,0.20%
Total,North Carolina,37,2006,2006,,,74716,8917270,837.9,849.3,0.20%
,North Carolina,37,2007,2007,Drug-induced causes,D,1125,9118037,12.3,12.3,0.00%
,North Carolina,37,2007,2007,Alcohol-induced causes,A,676,9118037,7.4,6.9,0.00%
,North Carolina,37,2007,2007,All other non-drug and non-alcohol causes,O,74245,9118037,814.3,819.3,0.20%
Total,North Carolina,37,2007,2007,,,76046,9118037,834,838.5,0.20%
,North Carolina,37,2008,2008,Drug-induced causes,D,1217,9309449,13.1,13,0.00%
,North Carolina,37,2008,2008,Alcohol-induced causes,A,723,9309449,7.8,7.2,0.00%
,North Carolina,37,2008,2008,All other non-drug and non-alcohol causes,O,75343,9309449,809.3,807.9,0.20%
Total,North Carolina,37,2008,2008,,,77283,9309449,830.2,828.1,0.20%
,North Carolina,37,2009,2009,Drug-induced causes,D,1223,9449566,12.9,12.9,0.00%
,North Carolina,37,2009,2009,Alcohol-induced causes,A,714,9449566,7.6,6.9,0.00%
,North Carolina,37,2009,2009,All other non-drug and non-alcohol causes,O,75180,9449566,795.6,784.5,0.20%
Total,North Carolina,37,2009,2009,,,77117,9449566,816.1,804.3,0.20%
,North Carolina,37,2010,2010,Drug-induced causes,D,1125,9535483,11.8,11.7,0.00%
,North Carolina,37,2010,2010,Alcohol-induced causes,A,669,9535483,7,6.3,0.00%
,North Carolina,37,2010,2010,All other non-drug and non-alcohol causes,O,76979,9535483,807.3,786.8,0.20%
Total,North Carolina,37,2010,2010,,,78773,9535483,826.1,804.9,0.20%
,North Carolina,37,2011,2011,Drug-induced causes,D,1303,9656401,13.5,13.4,0.00%
,North Carolina,37,2011,2011,Alcohol-induced causes,A,731,9656401,7.6,6.8,0.00%
,North Carolina,37,2011,2011,All other non-drug and non-alcohol causes,O,77848,9656401,806.2,770.7,0.20%
Total,North Carolina,37,2011,2011,,,79882,9656401,827.2,790.9,0.20%
,North Carolina,37,2012,2012,Drug-induced causes,D,1346,9752073,13.8,13.8,0.00%
,North Carolina,37,2012,2012,Alcohol-induced causes,A,738,9752073,7.6,6.7,0.00%
,North Carolina,37,2012,2012,All other non-drug and non-alcohol causes,O,79841,9752073,818.7,765.9,0.20%
Total,North Carolina,37,2012,2012,,,81925,9752073,840.1,786.4,0.20%
,North Carolina,37,2013,2013,Drug-induced causes,D,1308,9848060,13.3,13.4,0.00%
,North Carolina,37,2013,2013,Alcohol-induced causes,A,855,9848060,8.7,7.6,0.00%
,North Carolina,37,2013,2013,All other non-drug and non-alcohol causes,O,81166,9848060,824.2,756.6,0.20%
Total,North Carolina,37,2013,2013,,,83329,9848060,846.1,777.6,0.20%
,North Carolina,37,2014,2014,Drug-induced causes,D,1435,9943964,14.4,14.5,0.00%
,North Carolina,37,2014,2014,Alcohol-induced causes,A,887,9943964,8.9,7.8,0.00%
,North Carolina,37,2014,2014,All other non-drug and non-alcohol causes,O,83045,9943964,835.1,753.5,0.20%
Total,North Carolina,37,2014,2014,,,85367,9943964,858.5,775.9,0.20%
,North Carolina,37,2015,2015,Drug-induced causes,D,1636,10042802,16.3,16.4,0.00%
,North Carolina,37,2015,2015,Alcohol-induced causes,A,915,10042802,9.1,8,0.00%
,North Carolina,37,2015,2015,All other non-drug and non-alcohol causes,O,86582,10042802,862.1,765.6,0.20%
Total,North Carolina,37,2015,2015,,,89133,10042802,887.5,789.9,0.20%
,North Carolina,37,2016,2016,Drug-induced causes,D,2040,10146788,20.1,20.5,0.00%
,North Carolina,37,2016,2016,Alcohol-induced causes,A,963,10146788,9.5,8.1,0.00%
,North Carolina,37,2016,2016,All other non-drug and non-alcohol causes,O,87462,10146788,862,753.8,0.20%
Total,North Carolina,37,2016,2016,,,90465,10146788,891.6,782.4,0.20%
,North Carolina,37,2017,2017,Drug-induced causes,D,2515,10273419,24.5,25.1,0.00%
,North Carolina,37,2017,2017,Alcohol-induced causes,A,1019,10273419,9.9,8.4,0.00%
,North Carolina,37,2017,2017,All other non-drug and non-alcohol causes,O,89623,10273419,872.4,752.1,0.20%
Total,North Carolina,37,2017,2017,,,93157,10273419,906.8,785.6,0.20%
Total,North Carolina,37,,,,,1492170,174209369,856.5,833.9,3.10%
,North Dakota,38,1999,1999,Drug-induced causes,D,15,644259,Unreliable,Unreliable,0.00%
,North Dakota,38,1999,1999,Alcohol-induced causes,A,52,644259,8.1,8,0.00%
,North Dakota,38,1999,1999,All other non-drug and non-alcohol causes,O,6036,644259,936.9,786.5,0.00%
Total,North Dakota,38,1999,1999,,,6103,644259,947.3,796.8,0.00%
,North Dakota,38,2000,2000,Drug-induced causes,D,16,642200,Unreliable,Unreliable,0.00%
,North Dakota,38,2000,2000,Alcohol-induced causes,A,49,642200,7.6,7.6,0.00%
,North Dakota,38,2000,2000,All other non-drug and non-alcohol causes,O,5791,642200,901.7,751.7,0.00%
Total,North Dakota,38,2000,2000,,,5856,642200,911.9,761.8,0.00%
,North Dakota,38,2001,2001,Drug-induced causes,D,17,639062,Unreliable,Unreliable,0.00%
,North Dakota,38,2001,2001,Alcohol-induced causes,A,68,639062,10.6,10.3,0.00%
,North Dakota,38,2001,2001,All other non-drug and non-alcohol causes,O,5963,639062,933.1,767.1,0.00%
Total,North Dakota,38,2001,2001,,,6048,639062,946.4,780.2,0.00%
,North Dakota,38,2002,2002,Drug-induced causes,D,24,638168,3.8,3.6,0.00%
,North Dakota,38,2002,2002,Alcohol-induced causes,A,70,638168,11,10.7,0.00%
,North Dakota,38,2002,2002,All other non-drug and non-alcohol causes,O,5798,638168,908.5,741.3,0.00%
Total,North Dakota,38,2002,2002,,,5892,638168,923.3,755.5,0.00%
,North Dakota,38,2003,2003,Drug-induced causes,D,27,638817,4.2,4.2,0.00%
,North Dakota,38,2003,2003,Alcohol-induced causes,A,75,638817,11.7,11.4,0.00%
,North Dakota,38,2003,2003,All other non-drug and non-alcohol causes,O,5988,638817,937.4,760.6,0.00%
Total,North Dakota,38,2003,2003,,,6090,638817,953.3,776.1,0.00%
,North Dakota,38,2004,2004,Drug-induced causes,D,21,644705,3.3,3.1,0.00%
,North Dakota,38,2004,2004,Alcohol-induced causes,A,62,644705,9.6,9.1,0.00%
,North Dakota,38,2004,2004,All other non-drug and non-alcohol causes,O,5518,644705,855.9,690,0.00%
Total,North Dakota,38,2004,2004,,,5601,644705,868.8,702.2,0.00%
,North Dakota,38,2005,2005,Drug-induced causes,D,13,646089,Unreliable,Unreliable,0.00%
,North Dakota,38,2005,2005,Alcohol-induced causes,A,75,646089,11.6,10.9,0.00%
,North Dakota,38,2005,2005,All other non-drug and non-alcohol causes,O,5656,646089,875.4,703.5,0.00%
Total,North Dakota,38,2005,2005,,,5744,646089,889,716.3,0.00%
,North Dakota,38,2006,2006,Drug-induced causes,D,16,649422,Unreliable,Unreliable,0.00%
,North Dakota,38,2006,2006,Alcohol-induced causes,A,64,649422,9.9,9.6,0.00%
,North Dakota,38,2006,2006,All other non-drug and non-alcohol causes,O,5788,649422,891.3,712.4,0.00%
Total,North Dakota,38,2006,2006,,,5868,649422,903.6,724.4,0.00%
,North Dakota,38,2007,2007,Drug-induced causes,D,37,652822,5.7,5.4,0.00%
,North Dakota,38,2007,2007,Alcohol-induced causes,A,57,652822,8.7,8.3,0.00%
,North Dakota,38,2007,2007,All other non-drug and non-alcohol causes,O,5467,652822,837.4,666.6,0.00%
Total,North Dakota,38,2007,2007,,,5561,652822,851.8,680.4,0.00%
,North Dakota,38,2008,2008,Drug-induced causes,D,48,657569,7.3,7.7,0.00%
,North Dakota,38,2008,2008,Alcohol-induced causes,A,80,657569,12.2,11.7,0.00%
,North Dakota,38,2008,2008,All other non-drug and non-alcohol causes,O,5743,657569,873.4,693.9,0.00%
Total,North Dakota,38,2008,2008,,,5871,657569,892.8,713.3,0.00%
,North Dakota,38,2009,2009,Drug-induced causes,D,28,664968,4.2,4.5,0.00%
,North Dakota,38,2009,2009,Alcohol-induced causes,A,70,664968,10.5,10.8,0.00%
,North Dakota,38,2009,2009,All other non-drug and non-alcohol causes,O,5816,664968,874.6,697.4,0.00%
Total,North Dakota,38,2009,2009,,,5914,664968,889.4,712.7,0.00%
,North Dakota,38,2010,2010,Drug-induced causes,D,26,672591,3.9,3.9,0.00%
,North Dakota,38,2010,2010,Alcohol-induced causes,A,78,672591,11.6,11.4,0.00%
,North Dakota,38,2010,2010,All other non-drug and non-alcohol causes,O,5840,672591,868.3,689,0.00%
Total,North Dakota,38,2010,2010,,,5944,672591,883.7,704.3,0.00%
,North Dakota,38,2011,2011,Drug-induced causes,D,22,683932,3.2,2.9,0.00%
,North Dakota,38,2011,2011,Alcohol-induced causes,A,98,683932,14.3,13.2,0.00%
,North Dakota,38,2011,2011,All other non-drug and non-alcohol causes,O,5845,683932,854.6,681.3,0.00%
Total,North Dakota,38,2011,2011,,,5965,683932,872.2,697.4,0.00%
,North Dakota,38,2012,2012,Drug-induced causes,D,27,699628,3.9,4,0.00%
,North Dakota,38,2012,2012,Alcohol-induced causes,A,108,699628,15.4,15.4,0.00%
,North Dakota,38,2012,2012,All other non-drug and non-alcohol causes,O,5903,699628,843.7,681.9,0.00%
Total,North Dakota,38,2012,2012,,,6038,699628,863,701.2,0.00%
,North Dakota,38,2013,2013,Drug-induced causes,D,27,723393,3.7,3.8,0.00%
,North Dakota,38,2013,2013,Alcohol-induced causes,A,100,723393,13.8,13.5,0.00%
,North Dakota,38,2013,2013,All other non-drug and non-alcohol causes,O,6106,723393,844.1,692.4,0.00%
Total,North Dakota,38,2013,2013,,,6233,723393,861.6,709.7,0.00%
,North Dakota,38,2014,2014,Drug-induced causes,D,48,739482,6.5,6.9,0.00%
,North Dakota,38,2014,2014,Alcohol-induced causes,A,93,739482,12.6,12.1,0.00%
,North Dakota,38,2014,2014,All other non-drug and non-alcohol causes,O,6043,739482,817.2,673.6,0.00%
Total,North Dakota,38,2014,2014,,,6184,739482,836.3,692.7,0.00%
,North Dakota,38,2015,2015,Drug-induced causes,D,65,756927,8.6,9.1,0.00%
,North Dakota,38,2015,2015,Alcohol-induced causes,A,96,756927,12.7,12.6,0.00%
,North Dakota,38,2015,2015,All other non-drug and non-alcohol causes,O,6062,756927,800.9,675.1,0.00%
Total,North Dakota,38,2015,2015,,,6223,756927,822.1,696.8,0.00%
,North Dakota,38,2016,2016,Drug-induced causes,D,86,757952,11.3,11.7,0.00%
,North Dakota,38,2016,2016,Alcohol-induced causes,A,113,757952,14.9,14.9,0.00%
,North Dakota,38,2016,2016,All other non-drug and non-alcohol causes,O,6043,757952,797.3,661.8,0.00%
Total,North Dakota,38,2016,2016,,,6242,757952,823.5,688.4,0.00%
,North Dakota,38,2017,2017,Drug-induced causes,D,73,755393,9.7,9.8,0.00%
,North Dakota,38,2017,2017,Alcohol-induced causes,A,111,755393,14.7,14,0.00%
,North Dakota,38,2017,2017,All other non-drug and non-alcohol causes,O,6231,755393,824.9,668.9,0.00%
Total,North Dakota,38,2017,2017,,,6415,755393,849.2,692.7,0.00%
Total,North Dakota,38,,,,,113792,12907379,881.6,719.1,0.20%
,Ohio,39,1999,1999,Drug-induced causes,D,534,11335454,4.7,4.7,0.00%
,Ohio,39,1999,1999,Alcohol-induced causes,A,558,11335454,4.9,4.9,0.00%
,Ohio,39,1999,1999,All other non-drug and non-alcohol causes,O,107425,11335454,947.7,924.4,0.20%
Total,Ohio,39,1999,1999,,,108517,11335454,957.3,934,0.20%
,Ohio,39,2000,2000,Drug-induced causes,D,625,11353140,5.5,5.5,0.00%
,Ohio,39,2000,2000,Alcohol-induced causes,A,585,11353140,5.2,5.1,0.00%
,Ohio,39,2000,2000,All other non-drug and non-alcohol causes,O,106915,11353140,941.7,912.9,0.20%
Total,Ohio,39,2000,2000,,,108125,11353140,952.4,923.5,0.20%
,Ohio,39,2001,2001,Drug-induced causes,D,808,11387404,7.1,7.1,0.00%
,Ohio,39,2001,2001,Alcohol-induced causes,A,623,11387404,5.5,5.3,0.00%
,Ohio,39,2001,2001,All other non-drug and non-alcohol causes,O,106596,11387404,936.1,900,0.20%
Total,Ohio,39,2001,2001,,,108027,11387404,948.7,912.4,0.20%
,Ohio,39,2002,2002,Drug-induced causes,D,1025,11407889,9,9,0.00%
,Ohio,39,2002,2002,Alcohol-induced causes,A,597,11407889,5.2,5.1,0.00%
,Ohio,39,2002,2002,All other non-drug and non-alcohol causes,O,108144,11407889,948,902.7,0.20%
Total,Ohio,39,2002,2002,,,109766,11407889,962.2,916.7,0.20%
,Ohio,39,2003,2003,Drug-induced causes,D,852,11434788,7.5,7.5,0.00%
,Ohio,39,2003,2003,Alcohol-induced causes,A,588,11434788,5.1,4.9,0.00%
,Ohio,39,2003,2003,All other non-drug and non-alcohol causes,O,107670,11434788,941.6,886.1,0.20%
Total,Ohio,39,2003,2003,,,109110,11434788,954.2,898.5,0.20%
,Ohio,39,2004,2004,Drug-induced causes,D,1266,11452251,11.1,11.1,0.00%
,Ohio,39,2004,2004,Alcohol-induced causes,A,660,11452251,5.8,5.5,0.00%
,Ohio,39,2004,2004,All other non-drug and non-alcohol causes,O,104362,11452251,911.3,850.6,0.20%
Total,Ohio,39,2004,2004,,,106288,11452251,928.1,867.1,0.20%
,Ohio,39,2005,2005,Drug-induced causes,D,1382,11463320,12.1,12.1,0.00%
,Ohio,39,2005,2005,Alcohol-induced causes,A,754,11463320,6.6,6.1,0.00%
,Ohio,39,2005,2005,All other non-drug and non-alcohol causes,O,106895,11463320,932.5,861,0.20%
Total,Ohio,39,2005,2005,,,109031,11463320,951.1,879.1,0.20%
,Ohio,39,2006,2006,Drug-induced causes,D,1606,11481213,14,14,0.00%
,Ohio,39,2006,2006,Alcohol-induced causes,A,708,11481213,6.2,5.6,0.00%
,Ohio,39,2006,2006,All other non-drug and non-alcohol causes,O,104511,11481213,910.3,827,0.20%
Total,Ohio,39,2006,2006,,,106825,11481213,930.4,846.6,0.20%
,Ohio,39,2007,2007,Drug-induced causes,D,1691,11500468,14.7,14.7,0.00%
,Ohio,39,2007,2007,Alcohol-induced causes,A,780,11500468,6.8,6.1,0.00%
,Ohio,39,2007,2007,All other non-drug and non-alcohol causes,O,104063,11500468,904.9,810.3,0.20%
Total,Ohio,39,2007,2007,,,106534,11500468,926.3,831.1,0.20%
,Ohio,39,2008,2008,Drug-induced causes,D,1811,11515391,15.7,15.8,0.00%
,Ohio,39,2008,2008,Alcohol-induced causes,A,834,11515391,7.2,6.4,0.00%
,Ohio,39,2008,2008,All other non-drug and non-alcohol causes,O,107122,11515391,930.3,822.1,0.20%
Total,Ohio,39,2008,2008,,,109767,11515391,953.2,844.3,0.20%
,Ohio,39,2009,2009,Drug-induced causes,D,1340,11528896,11.6,11.8,0.00%
,Ohio,39,2009,2009,Alcohol-induced causes,A,735,11528896,6.4,5.6,0.00%
,Ohio,39,2009,2009,All other non-drug and non-alcohol causes,O,105081,11528896,911.5,797.1,0.20%
Total,Ohio,39,2009,2009,,,107156,11528896,929.5,814.5,0.20%
,Ohio,39,2010,2010,Drug-induced causes,D,1911,11536504,16.6,16.7,0.00%
,Ohio,39,2010,2010,Alcohol-induced causes,A,840,11536504,7.3,6.5,0.00%
,Ohio,39,2010,2010,All other non-drug and non-alcohol causes,O,105960,11536504,918.5,792.5,0.20%
Total,Ohio,39,2010,2010,,,108711,11536504,942.3,815.7,0.20%
,Ohio,39,2011,2011,Drug-induced causes,D,2127,11544951,18.4,18.6,0.00%
,Ohio,39,2011,2011,Alcohol-induced causes,A,834,11544951,7.2,6.3,0.00%
,Ohio,39,2011,2011,All other non-drug and non-alcohol causes,O,108466,11544951,939.5,796.9,0.20%
Total,Ohio,39,2011,2011,,,111427,11544951,965.2,821.8,0.20%
,Ohio,39,2012,2012,Drug-induced causes,D,2207,11544225,19.1,19.6,0.00%
